company_id,as_of_date,industry,region,revenue,ebitda,debt,cash,working_capital,compliance_incidents,default_probability,operational_incidents,risk_flag,total_assets,total_equity,current_assets,current_liabilities,interest_expense,accounts_receivable,net_income,retained_earnings,symbol,company_name,sector,market_cap,beta,pe_ratio,debt_to_equity,return_on_equity,total_debt,total_cash,current_ratio,leverage_ratio,debt_to_assets,quick_ratio,cash_ratio,liquidity_ratio,ebitda_margin,net_margin,roa,roe,interest_coverage,ebitda_coverage,dso,asset_turnover,altman_z_score,default_buffer,incident_rate,compliance_intensity,revenue_log,asset_log
AAPL_2024,2024-12-31,Consumer Electronics,NA,435617005568.0,152901992448.0,90509000704.0,66907000832.0,65342550835.2,0,0.15,0,0,653425508352.0,522740406681.6,133814001664,130685101670.4,3620360028.16,65342550835.2,43561700556.8,217808502784.0,AAPL,Apple Inc.,Technology,4055304765440,1.107,34.96958,0.1731433031522448,1.5202099,90509000704,66907000832,1.0239422853378604,0.5919412772517072,0.13851464252179585,1.0119711426689302,0.5119711426689302,1.0239422853378604,0.35100097216965037,0.1,0.06666666666666667,0.08333333333333334,42.23391907398513,12.06683402113861,54.74999999999995,0.6666666666666666,5.490873080182693,0.85,0.0,0.0,26.8000292666578,27.2054943747652
AAPL_2025,2025-12-31,Consumer Electronics,NA,457397855846.4,157489052221.44,90509000704.0,66907000832.0,65342550835.2,0,0.15,0,0,653425508352.0,522740406681.6,133814001664,130685101670.4,3620360028.16,65342550835.2,43561700556.8,217808502784.0,AAPL,Apple Inc.,Technology,4055304765440,1.107,34.96958,0.1731433031522448,1.5202099,90509000704,66907000832,1.0239422853378604,0.5747002691764147,0.13851464252179585,1.0119711426689302,0.5119711426689302,1.0239422853378604,0.34431523936641895,0.09523809523809523,0.06666666666666667,0.08333333333333334,43.500936646204686,12.428839041772768,52.142857142857096,0.7000000000000001,5.547372477679223,0.85,0.0,0.0,26.84881943082712,27.2054943747652
AAPL_2026,2026-12-31,Consumer Electronics,NA,479178706124.80005,162076111994.88,90509000704.0,66907000832.0,65342550835.2,0,0.15,0,0,653425508352.0,522740406681.6,133814001664,130685101670.4,3620360028.16,65342550835.2,43561700556.8,217808502784.0,AAPL,Apple Inc.,Technology,4055304765440,1.107,34.96958,0.1731433031522448,1.5202099,90509000704,66907000832,1.0239422853378604,0.5584351672185917,0.13851464252179585,1.0119711426689302,0.5119711426689302,1.0239422853378604,0.3382373004543903,0.09090909090909091,0.06666666666666667,0.08333333333333334,44.76795421842424,12.790844062406928,49.77272727272723,0.7333333333333334,5.603871875175753,0.85,0.0,0.0,26.895339446461914,27.2054943747652
MSFT_2024,2024-12-31,Software - Infrastructure,NA,305453006848.0,175258992640.0,123278000128.0,89461997568.0,45817951027.2,0,0.15,0,0,458179510272.0,366543608217.6,178923995136,91635902054.4,4931120005.12,45817951027.2,30545300684.800003,152726503424.0,MSFT,Microsoft Corporation,Technology,2925904265216,1.084,24.63517,0.33632560318666244,0.34390998,123278000128,89461997568,1.9525534329304808,0.7034047056359938,0.26906048254932996,1.4762767164652404,0.9762767164652404,1.9525534329304808,0.5737674493648467,0.1,0.06666666666666668,0.08333333333333334,35.541417052926704,10.154690586550487,54.749999999999936,0.6666666666666666,4.299607223827735,0.85,0.0,0.0,26.445061779991118,26.85052688809819
MSFT_2025,2025-12-31,Software - Infrastructure,NA,320725657190.4,180516762419.2,123278000128.0,89461997568.0,45817951027.2,0,0.15,0,0,458179510272.0,366543608217.6,178923995136,91635902054.4,4931120005.12,45817951027.2,30545300684.800003,152726503424.0,MSFT,Microsoft Corporation,Technology,2925904265216,1.084,24.63517,0.33632560318666244,0.34390998,123278000128,89461997568,1.9525534329304808,0.682917189937858,0.26906048254932996,1.4762767164652404,0.9762767164652404,1.9525534329304808,0.562838545567421,0.09523809523809525,0.06666666666666668,0.08333333333333334,36.607659564514506,10.459331304147002,52.142857142857075,0.7000000000000001,4.370809208819148,0.85,0.0,0.0,26.493851944160394,26.85052688809819
MSFT_2026,2026-12-31,Software - Infrastructure,NA,335998307532.80005,185774532198.40002,123278000128.0,89461997568.0,45817951027.2,0,0.15,0,0,458179510272.0,366543608217.6,178923995136,91635902054.4,4931120005.12,45817951027.2,30545300684.800003,152726503424.0,MSFT,Microsoft Corporation,Technology,2925904265216,1.084,24.63517,0.33632560318666244,0.34390998,123278000128,89461997568,1.9525534329304808,0.6635893449396166,0.26906048254932996,1.4762767164652404,0.9762767164652404,1.9525534329304808,0.5529031784788522,0.09090909090909091,0.06666666666666668,0.08333333333333334,37.67390207610231,10.763972021743518,49.77272727272721,0.7333333333333334,4.442011193810561,0.85,0.0,0.0,26.540371959795145,26.85052688809819
GOOGL_2024,2024-12-31,Internet Content & Information,NA,402835996672.0,150175006720.0,59291000832.0,126843002880.0,60425399500.799995,0,0.15,0,0,604253995008.0,483403196006.39996,253686005760,120850799001.59999,2371640033.28,60425399500.799995,40283599667.200005,201417998336.0,GOOGL,Alphabet Inc.,Communication Services,4007131348992,1.086,30.671295,0.12265330747050962,0.35705003,59291000832,126843002880,2.0991669716361687,0.3948127063682944,0.09812264597640769,1.5495834858180844,1.0495834858180844,2.0991669716361687,0.372794407552105,0.1,0.06666666666666668,0.08333333333333334,63.32116367267865,18.09176104933676,54.74999999999995,0.6666666666666666,6.965318130584344,0.85,0.0,0.0,26.721795359917568,27.127260468024904
GOOGL_2025,2025-12-31,Internet Content & Information,NA,422977796505.60004,154680256921.6,59291000832.0,126843002880.0,60425399500.799995,0,0.15,0,0,604253995008.0,483403196006.39996,253686005760,120850799001.59999,2371640033.28,60425399500.799995,40283599667.200005,201417998336.0,GOOGL,Alphabet Inc.,Communication Services,4007131348992,1.086,30.671295,0.12265330747050962,0.35705003,59291000832,126843002880,2.0991669716361687,0.3833133071536839,0.09812264597640769,1.5495834858180844,1.0495834858180844,2.0991669716361687,0.3656935616939697,0.09523809523809525,0.06666666666666668,0.08333333333333334,65.22079858285902,18.634513880816865,52.14285714285709,0.7000000000000001,7.023255894816116,0.85,0.0,0.0,26.77058552408688,27.127260468024904
GOOGL_2026,2026-12-31,Internet Content & Information,NA,443119596339.2,159185507123.2,59291000832.0,126843002880.0,60425399500.799995,0,0.15,0,0,604253995008.0,483403196006.39996,253686005760,120850799001.59999,2371640033.28,60425399500.799995,40283599667.200005,201417998336.0,GOOGL,Alphabet Inc.,Communication Services,4007131348992,1.086,30.671295,0.12265330747050962,0.35705003,59291000832,126843002880,2.0991669716361687,0.3724648173285796,0.09812264597640769,1.5495834858180844,1.0495834858180844,2.0991669716361687,0.35923824727748305,0.09090909090909091,0.06666666666666668,0.08333333333333334,67.12043349303937,19.17726671229697,49.772727272727224,0.7333333333333334,7.081193659047888,0.85,0.0,0.0,26.817105539721666,27.127260468024904
AMZN_2024,2024-12-31,Internet Retail,NA,691330023424.0,139696996352.0,160437993472.0,94196998144.0,103699503513.59999,0,0.15,0,0,1036995035136.0,829596028108.7999,188393996288,207399007027.19998,6417519738.88,103699503513.59999,69133002342.40001,345665011712.0,AMZN,"Amazon.com, Inc.",Consumer Cyclical,2380604112896,1.385,31.45339,0.19339291418468418,0.24327,160437993472,94196998144,0.9083649868357011,1.1484713176490788,0.15471433134774734,0.9541824934178506,0.45418249341785055,0.9083649868357011,0.20206991106810698,0.10000000000000002,0.06666666666666668,0.08333333333333336,21.768066486131325,6.219447567466093,54.749999999999964,0.6666666666666666,4.800379297385663,0.85,0.0,0.0,27.26188314933934,27.667348257447024
